순번,단지명,회사명,시군구,소재지,전화번호,종업원수,대표업종번호,업종번호,업종명,생산품
1172,주안국가산업단지,서한와이어컷팅,미추홀구,"인천광역시 미추홀구 염전로 330, 4층 409 (주안동)",032-576-6623,2,29294,29294,주형 및 금형 제조업,금형
1173,주안국가산업단지,(주)에스엠디텍,미추홀구,"인천광역시 미추홀구 방축로 350, 제A동 공장동 3층 (주안동)",032-577-0078,11,28119,"28114, 28119",기타 전기 변환장치 제조업 외 1 종,컨버터 및 전자제품
1174,주안국가산업단지,주식회사 에스엠디텍,미추홀구,"인천광역시 미추홀구, 9층 914~921 (주안동)",032-577-0078,14,28119,28119,기타 전기 변환장치 제조업,"LED등, 컨버터 및 전기제품"
1175,주안국가산업단지,우림하이텍,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 606호 (주안동)",032-577-5085,5,26410,26410,유선 통신장비 제조업,통신장비
1176,주안국가산업단지,우림하이텍,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 607호 (주안동)",032-577-5085,0,26410,26410,유선 통신장비 제조업,통신장비
1177,주안국가산업단지,우림하이텍,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 608호 (주안동)",032-577-5085,0,26410,26410,유선 통신장비 제조업,통신장비
1178,주안국가산업단지,에이오씨이(주),미추홀구,"인천광역시 미추홀구 염전로 316, 5-30번지(1필지) (주안동)",032-577-5555,5,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,자동차 배터리
1179,주안국가산업단지,(주)삼성아이앤디,미추홀구,인천광역시 미추홀구 주안동 3-32번지,032-578-0135,21,29294,"29294, 30320",주형 및 금형 제조업 외 1 종,"다이케스팅금형, 브라켓류"
1180,주안국가산업단지,(주)현대산전,미추홀구,"인천광역시 미추홀구 방축로 312, 7층 731 (주안동) 외 4필지",032-578-2114,12,28119,"28119, 28123",기타 전기 변환장치 제조업 외 1 종,"인버터, ARD, 세탁기판넬"
1181,주안국가산업단지,경민하이테크,미추홀구,"인천광역시 미추홀구 염전로 330, 4층 415 (주안동)",032-578-8312,2,25924,25924,절삭가공 및 유사처리업,절삭가공기계
1182,주안국가산업단지,테크원,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 224호 (주안동)",032-579-3124,1,28123,28123,배전반 및 전기 자동제어반 제조업,자동화기계
1183,주안국가산업단지,(주)남양기계금속,미추홀구,"인천광역시 미추홀구 주염로73번길 30 (주안동, (주)남양기계금속)",032-581-0376,8,29142,29142,기어 및 동력전달장치 제조업,기어
1184,주안국가산업단지,(주)폴리하이텍,미추홀구,"인천광역시 미추홀구 방축로 370 (주안동, 토비넷)",032-581-0640,17,29294,"22249, 29294",주형 및 금형 제조업 외 1 종,"휴대폰케이스, 자동차부품케이스, 전자제품사출부품류  등"
1185,주안국가산업단지,유링크시스템,미추홀구,"인천광역시 미추홀구 방축로 312, 9층 927 (주안동) 외 1필지",032-581-3878,3,28123,28123,배전반 및 전기 자동제어반 제조업,전기제어판넬
1186,주안국가산업단지,(주)세창케미컬,미추홀구,인천광역시 미추홀구 주염로 75 (주안동),032-581-5030,20,20119,"20119, 20129, 20421, 20491",석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 3 종,PCB 반도체 및 기타부품 제조용 화학제품 및 INK
1187,주안국가산업단지,심쿤디자인스튜디오,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 410호 (주안동)",032-581-9996,2,32029,32029,기타 목재가구 제조업,목재인테리어소품
1188,주안국가산업단지,(주)치크리트,미추홀구,인천광역시 미추홀구 주염로73번길 26 (주안동),032-582-0611,20,26221,"26221, 26222, 26223",인쇄회로기판용 적층판 제조업 외 2 종,인쇄회로기판
1189,주안국가산업단지,(주)코아링크,미추홀구,인천광역시 미추홀구 방축로 352 (주안동),032-582-8035,33,20491,"20491, 26219, 26299",감광재료 및 관련 화학제품 제조업 외 2 종,"반도체용필름, 산업용필름, STAMPER가공, CLFG패턴"
1190,주안국가산업단지,범우전자,미추홀구,"인천광역시 미추홀구 염전로 330, 9층 901,902호 (주안동)",032-583-1131,6,27112,"27112, 28113",전기식 진단 및 요법 기기 제조업 외 1 종,"의료기기, LED안정기"
1191,주안국가산업단지,주식회사 대림글로벌,미추홀구,인천광역시 미추홀구 염전로 348 (주안동),032-583-2021,65,30320,"30320, 30400, 70129",자동차 차체용 신품 부품 제조업 외 2 종,자동차부품
1192,주안국가산업단지,(주)정우에프에이,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 403호 (주안동)",032-584-1260,2,29280,"29271, 29280",산업용 로봇 제조업 외 1 종,자동화기계류
1193,주안국가산업단지,성완정밀,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 216호 (주안동)",032-584-6399,1,25924,25924,절삭가공 및 유사처리업,금형 임가공
1194,주안국가산업단지,신원덴탈(주),미추홀구,"인천광역시 미추홀구 염전로333번길 69 (주안동, 신원덴탈)",032-584-8825,13,27191,27191,치과용 기기 제조업,치과진료대
1195,주안국가산업단지,신천종합기술,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 223호 (주안동)",032-588-0740,4,28123,28123,배전반 및 전기 자동제어반 제조업,배전반
1196,주안국가산업단지,주은테크,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 324호 (주안동)",032-588-0917,4,28123,28123,배전반 및 전기 자동제어반 제조업,전기판넬
1197,주안국가산업단지,이레엔지니어링,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 622호 (주안동)",032-589-0333,6,25112,25112,구조용 금속 판제품 및 공작물 제조업,철구조물
1198,주안국가산업단지,인터페이스,미추홀구,"인천광역시 미추홀구 염전로 330, 4층 411호 (주안동)",032-589-0996,2,28123,28123,배전반 및 전기 자동제어반 제조업,전기자재
1199,주안국가산업단지,상승스프링,미추홀구,"인천광역시 미추홀구 염전로 330, 8층 807호 (주안동)",032-589-1294,1,25943,25943,금속 스프링 제조업,스프링
1200,주안국가산업단지,(주)성암피앤에이,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 104호 (주안동)",032-589-1474,4,28123,28123,배전반 및 전기 자동제어반 제조업,자동제어패널
1201,주안국가산업단지,건영시스템,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 526호 (주안동)",032-589-1693,1,28123,28123,배전반 및 전기 자동제어반 제조업,자동제어반
1202,주안국가산업단지,에이스테크,미추홀구,"인천광역시 미추홀구 방축로 312, 6층 610 (주안동)",032-589-3254,1,28123,28123,배전반 및 전기 자동제어반 제조업,산업용 제어기기
1203,주안국가산업단지,삼하이엔티,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 408호 (주안동)",032-589-3593,1,29174,29174,기체 여과기 제조업,집진기
1204,주안국가산업단지,서인시스템,미추홀구,"인천광역시 미추홀구 염전로 330, 6층 614 (주안동)",032-589-3924,3,28123,28123,배전반 및 전기 자동제어반 제조업,전기판넬
1205,주안국가산업단지,하경산업,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 930호 (주안동)",032-589-3943,2,27216,27216,산업처리공정 제어장비 제조업,환경약품제어장치
1206,주안국가산업단지,우수유공압,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 213호 (주안동)",032-589-4670,3,29120,29120,유압기기 제조업,유공압기기
1207,주안국가산업단지,엠시스템,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 325호 (주안동)",032-589-5833,5,28123,28123,배전반 및 전기 자동제어반 제조업,전기판넬제작
1208,주안국가산업단지,씨앤씨정공,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 212, 222호 (주안동)",032-589-6557,0,29241,"29229, 29241",건설 및 채광용 기계장비 제조업 외 1 종,건설기계장비 부품제조
1209,주안국가산업단지,호원정공,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 114호 (주안동)",032-589-7711,3,25924,25924,절삭가공 및 유사처리업,기계부품
1210,주안국가산업단지,나인테크,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 421호 (주안동)",032-589-8713,1,28123,28123,배전반 및 전기 자동제어반 제조업,자동제어판넬
1211,주안국가산업단지,씨엔에스정보통신,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 911호 (주안동)",032-614-9700,5,28422,28422,일반용 전기 조명장치 제조업,선박용 투광등
1212,주안국가산업단지,아띠온,미추홀구,"인천광역시 미추홀구 염전로 330, 6층 610, 611, 612호 (주안동)",032-623-6542,8,33202,33202,전자 악기 제조업,전자악기 부속품
1213,주안국가산업단지,가온푸드,미추홀구,"인천광역시 미추홀구 방축로 312, 4층 415 (주안동) 주안제이타워2차 415호 외 2필지",032-661-1078,12,10309,10309,기타 과실ㆍ채소 가공 및 저장 처리업,견과류 세트
1214,주안국가산업단지,비전바이오넥스,미추홀구,"인천광역시 미추홀구 염전로 330, 8층 815호 (주안동)",032-670-6499,2,27219,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","배양기, 항온항습"
1215,주안국가산업단지,미래테크,미추홀구,"인천광역시 미추홀구 염전로 330, 6층 608호 (주안동)",032-671-3605,2,26224,26224,전자부품 실장기판 제조업,"인버터, 미용기기 등"
1216,주안국가산업단지,제우스전기정보통신(주),미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 323호 (주안동)",032-673-7837,5,26421,"26421, 26529",방송장비 제조업 외 1 종,"방송스피커, CCTV"
1217,주안국가산업단지,오비에스(주),미추홀구,인천광역시 미추홀구 길파로 78 (주안동) (주)동양엔지니어링,032-677-1021,3,29175,29175,액체 여과기 제조업,액체 여과기 등
1218,주안국가산업단지,영광샌딩,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 101호 (주안동)",032-677-3916,4,25929,25929,그 외 기타 금속가공업,금속표면가공
1219,주안국가산업단지,영광샌딩,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 102호 (주안동)",032-677-3916,0,25929,25929,그 외 기타 금속가공업,금속표면가공
1220,주안국가산업단지,티엘유브이,미추홀구,"인천광역시 미추홀구 방축로 374 (주안동, 금호유니드공장)",032-677-7751,8,22292,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",증착코팅제품
1221,주안국가산업단지,세기엔지니어링,미추홀구,인천광역시 미추홀구 길파로 64 (주안동),032-678-4562,48,26293,"22241, 22249, 25923, 26293, 29294",전자카드 제조업 외 4 종,전자카드 
1222,주안국가산업단지,콤백코리아,미추홀구,"인천광역시 미추홀구 염전로 330, 주안J타워 1차동 2층 217 (주안동) 1동 2층 217호",032-678-9828,1,29132,29132,기체 펌프 및 압축기 제조업,진공펌프
1223,주안국가산업단지,서광시스템,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 612호 (주안동)",032-684-4137,2,25924,25924,절삭가공 및 유사처리업,알루미늄 가공
1224,주안국가산업단지,(주)나눌,미추홀구,인천광역시 미추홀구 주염로73번길 25 (주안동),032-710-9664,14,24290,24290,기타 1차 비철금속 제조업,"알루미늄 가공, 표면처리"
1225,주안국가산업단지,라인시스템,미추홀구,"인천광역시 미추홀구 염전로 330, 6층 607호 (주안동)",032-715-8459,4,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종",자동제어장치
1226,주안국가산업단지,(주)액세스타3공장,미추홀구,인천광역시 미추홀구 주염로73번길 39 (주안동) 외 1필지,032-717-4706,24,26422,26422,이동전화기 제조업,휴대폰악세사리
1227,주안국가산업단지,(주)뮤지셀 ,미추홀구,"인천광역시 미추홀구 염전로 330, 2층 216호(주안동, 주안 J Tower 1차  지식산업센터)",032-724-9237,1,33202,33202,전자 악기 제조업,전자피아노
1228,주안국가산업단지,기연이엔지,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 B03호 (주안동)",032-764-4745,1,29294,29294,주형 및 금형 제조업,금형부품
1229,주안국가산업단지,지엘티,미추홀구,"인천광역시 미추홀구 방축로 312, 2층 206 (주안동) 주안제이타워2차 206호 외 2필지",032-764-5555,9,33910,"25929, 33910",간판 및 광고물 제조업 외 1 종,"에어간판, 금속가공"
1230,주안국가산업단지,금성LED잔넬스카시,미추홀구,"인천광역시 미추홀구 방축로 312, 주안제이타워2차 322호 (주안동)",032-764-7280,1,33910,33910,간판 및 광고물 제조업,광고간판
1231,주안국가산업단지,동서목재,미추홀구,"인천광역시 미추홀구 염전로 330, 3층 310 (주안동)",032-766-5257,2,16292,16292,장식용 목제품 제조업,인테리어용 목재
